atividade_principal,data_situacao,tipo,nome,efr,telefone,email,situacao,bairro,logradouro,numero,cep,municipio,fantasia,porte,abertura,natureza_juridica,uf,cnpj,ultima_atualizacao,status,complemento,motivo_situacao,situacao_especial,data_situacao_especial,atividades_secundarias,capital_social,qsa,message,atividade_principal_code,possui_atividade_secundaria,atividade_secundaria_list,is_ativo,tem_situacao_especial,natureza_juridica_code,idade_empresa,tem_socios,socios_list,socios_count
Atividades de rádio,03/11/2005,MATRIZ,SOCIEDADE RADIO BOECY FM LTDA,,(53) 3257-1744 / (53) 3257-1204,contato@nativafmpiratini.com,ATIVA,CENTRO,RUA CRISPIM DUARTE GOMES,50,96.490-000,PIRATINI,RADIO BOECY,MICRO EMPRESA,07/10/1986,Sociedade Empresária Limitada,RS,91.238.774/0001-00,2020-07-04T23:59:59.000Z,OK,ANDAR 2,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",16884.0,"[{'qual': '49-Sócio-Administrador', 'nome': 'ILDOMAR DE VASCONCELOS JOANOL'}, {'qual': '22-Sócio', 'nome': 'KARINE KRAMER MERIB'}]",,60.10-1-00,0,[],1,1,206-2,33,1,"['ILDOMAR DE VASCONCELOS JOANOL', 'KARINE KRAMER MERIB']",2
Atividades de rádio,07/09/2002,MATRIZ,RADIO RIO MAR LIMITADA,,,,ATIVA,CENTRO,R JOSE CLEMENTE,500,69.010-070,MANAUS,,EMPRESA DE PEQUENO PORTE,25/10/1966,Sociedade Empresária Limitada,AM,04.364.659/0001-88,2020-07-27T18:06:04.636Z,OK,,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",0.0,"[{'qual': '49-Sócio-Administrador', 'nome': 'LUIZ SOARES VIEIRA'}, {'qual': '22-Sócio', 'qual_rep_legal': '05-Administrador', 'nome_rep_legal': 'LUIZ SOARES VIEIRA', 'nome': 'PEDRO CAVALCANTE DA SILVA'}, {'qual': '22-Sócio', 'qual_rep_legal': '05-Administrador', 'nome_rep_legal': 'LUIZ SOARES VIEIRA', 'nome': 'LUIZ GONZAGA DE SOUSA'}]",,60.10-1-00,0,[],1,1,206-2,53,1,"['LUIZ GONZAGA DE SOUSA', 'LUIZ SOARES VIEIRA', 'PEDRO CAVALCANTE DA SILVA']",3
Atividades de rádio,10/09/2005,MATRIZ,RADIO SOLEDADE LTDA,,(54) 3383-1271/ (54) 3383-2401,acrcont@uol.com.br,ATIVA,CENTRO,AV MAURICIO CARDOSO,761,99.300-000,SOLEDADE,,MICRO EMPRESA,05/05/1997,Sociedade Empresária Limitada,RS,01.903.572/0001-43,2020-07-20T14:07:29.299Z,OK,SALA: 201;,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",120000.0,"[{'qual': '49-Sócio-Administrador', 'nome': 'VERDI UBIRATAN DE MOURA'}, {'qual': '22-Sócio', 'nome': 'JAIRO FERREIRA DA SILVA'}]",,60.10-1-00,0,[],1,1,206-2,23,1,"['JAIRO FERREIRA DA SILVA', 'VERDI UBIRATAN DE MOURA']",2
"Artes cênicas, espetáculos e atividades complementares não especificados anteriormente",08/07/2001,MATRIZ,FUNDACAO EXCLUSIVA EDUCATIVA,,(41) 3029-2121 / (41) 3029-2121,gm@redemercosul.com.br,ATIVA,VISTA ALEGRE,RUA CARLOS RAZERA,286,80.810-280,CURITIBA,FUNDACAO EXCLUSIVA EDUCATIVA,DEMAIS,13/04/2000,Fundação Privada,PR,03.760.860/0001-11,2020-07-04T23:59:59.000Z,OK,,,,,"[{'text': 'Marketing direto', 'code': '73.19-0-03'}, {'text': 'Impressão de material para outros usos', 'code': '18.13-0-99'}, {'text': 'Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente', 'code': '59.11-1-99'}, {'text': 'Consultoria em publicidade', 'code': '73.19-0-04'}, {'text': 'Treinamento em desenvolvimento profissional e gerencial', 'code': '85.99-6-04'}]",0.0,"[{'qual': '10-Diretor', 'nome': 'LUIS GUILHERME GOMES MUSSI'}, {'qual': '16-Presidente', 'nome': 'REGIANY PAVESE FERREIRA'}]",,90.01-9-99,1,"['Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente', 'Consultoria em publicidade', 'Impressão de material para outros usos', 'Marketing direto', 'Treinamento em desenvolvimento profissional e gerencial']",1,1,306-9,20,1,"['LUIS GUILHERME GOMES MUSSI', 'REGIANY PAVESE FERREIRA']",2
Atividades de rádio,03/11/2005,MATRIZ,RADIO ALTO URUGUAI LTDA,,,,ATIVA,CENTRO,AVENIDA GETULIO VARGAS,412,98.670-000,HUMAITA,RADIO DO POVO,EMPRESA DE PEQUENO PORTE,10/09/1981,Sociedade Empresária Limitada,RS,87.726.998/0001-94,2020-07-04T23:59:59.000Z,OK,,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",175000.0,"[{'qual': '49-Sócio-Administrador', 'nome': 'LUIZ CARLOS SANDRI'}, {'qual': '49-Sócio-Administrador', 'nome': 'SADY MANJABOSCO SANDRI'}, {'qual': '49-Sócio-Administrador', 'nome': 'MARA REJANE SANDRI'}]",,60.10-1-00,0,[],1,1,206-2,39,1,"['LUIZ CARLOS SANDRI', 'MARA REJANE SANDRI', 'SADY MANJABOSCO SANDRI']",3
Atividades de rádio,03/11/2005,MATRIZ,RADIO PROGRESSO LTDA,,(11) 2343-0000 / (11) 2343-0000,processos@juscon.com.br,ATIVA,BAIRRO BRAZ CUBAS,RUA DAVID BOBROW,440,08.735-230,MOGI DAS CRUZES,,MICRO EMPRESA,23/09/1986,Sociedade Empresária Limitada,SP,56.287.352/0001-24,2020-07-04T23:59:59.000Z,OK,VILA SAO FRANCISCO,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",0.0,"[{'qual': '49-Sócio-Administrador', 'nome': 'SILVIO SANZONE SEGUNDO'}, {'qual': '22-Sócio', 'nome': 'CESAR SANZONE'}]",,60.10-1-00,0,[],1,1,206-2,33,1,"['CESAR SANZONE', 'SILVIO SANZONE SEGUNDO']",2
Atividades de rádio,13/09/2003,MATRIZ,PORTAL RADIODIFUSAO LTDA,,(051) 2338-311 / (051) 2338-812,htt:www.pampa.com.br,ATIVA,ALTO TERESOPOLIS,RUA ORFANATROFIO,711,90.840-440,PORTO ALEGRE,,EMPRESA DE PEQUENO PORTE,09/09/1997,Sociedade Empresária Limitada,RS,02.134.044/0001-30,2020-07-04T23:59:59.000Z,OK,,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",0.0,"[{'qual': '49-Sócio-Administrador', 'nome': 'RAFAEL ALVAREZ GADRET'}, {'qual': '49-Sócio-Administrador', 'nome': 'FERNANDA ALVAREZ GADRET MAGALHAES'}]",,60.10-1-00,0,[],1,1,206-2,23,1,"['FERNANDA ALVAREZ GADRET MAGALHAES', 'RAFAEL ALVAREZ GADRET']",2
Atividades de rádio,03/11/2005,MATRIZ,NORTE SUL RADIODIFUSAO LTDA,,,,ATIVA,ALTO TERESOPOLIS,RUA ORFANATROFIO,711,90.840-440,PORTO ALEGRE,,EMPRESA DE PEQUENO PORTE,24/03/1987,Sociedade Empresária Limitada,RS,91.509.653/0001-56,2020-07-04T23:59:59.000Z,OK,,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",9000.0,"[{'qual': '22-Sócio', 'nome': 'CHRISTINA ALVAREZ GADRET'}, {'qual': '49-Sócio-Administrador', 'nome': 'OTAVIO DUMIT GADRET'}]",,60.10-1-00,0,[],1,1,206-2,33,1,"['CHRISTINA ALVAREZ GADRET', 'OTAVIO DUMIT GADRET']",2
Educação superior - graduação,31/08/2002,MATRIZ,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,UNIÃO,,,ATIVA,CENTRO,AV PAULO GAMA,110,90.040-060,PORTO ALEGRE,UFRGS,DEMAIS,05/07/1989,Autarquia Federal,RS,92.969.856/0001-98,2020-08-20T22:14:20.849Z,OK,,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",0.0,[],,85.31-7-00,0,[],1,1,110-4,31,0,[],0
Atividades de rádio,25/03/2005,MATRIZ,RADIO ITABERA LTDA,,,,ATIVA,CENTRO,RUA XV DE NOVEMBRO,600,89.010-000,BLUMENAU,,MICRO EMPRESA,16/11/1989,Sociedade Empresária Limitada,SC,81.590.887/0001-17,2020-07-04T23:59:59.000Z,OK,CONJUNTO 401,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",15200.0,"[{'qual': '22-Sócio', 'nome': 'SARED JOSE CONINK BUERI'}, {'qual': '49-Sócio-Administrador', 'nome': 'JENEVIEV CONINK BUERI'}]",,60.10-1-00,0,[],1,1,206-2,30,1,"['JENEVIEV CONINK BUERI', 'SARED JOSE CONINK BUERI']",2
Atividades de rádio,01/07/2001,MATRIZ,EMPRESA BLUMENAUENSE DE COMUNICACAO LTDA,,(47) 3340-1260,adm@radioblumenau.com.br,ATIVA,CENTRO,RUA DOUTOR AMADEU DA LUZ,31,89.010-160,BLUMENAU,RADIO BLUMENAU,MICRO EMPRESA,15/01/1993,Sociedade Empresária Limitada,SC,95.828.729/0001-67,2020-07-04T23:59:59.000Z,OK,ANDAR 3,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",2000.0,"[{'qual': '49-Sócio-Administrador', 'nome': 'ELIAS DIMAS DOS SANTOS'}, {'qual': '22-Sócio', 'nome': 'FABIA PALMIRA BERNARDI BORGES'}]",,60.10-1-00,0,[],1,1,206-2,27,1,"['ELIAS DIMAS DOS SANTOS', 'FABIA PALMIRA BERNARDI BORGES']",2
Atividades de rádio,18/04/2001,MATRIZ,RADIO CLUBE DE BLUMENAU LTDA,,(47) 3222-9016,,ATIVA,PONTA AGUDA,R BUENOS AIRES,145,89.051-050,BLUMENAU,RADIO CLUBE,EMPRESA DE PEQUENO PORTE,10/08/1966,Sociedade Empresária Limitada,SC,82.645.003/0001-47,2020-07-13T10:51:20.765Z,OK,ANDAR 2 EDIF SEN EVELASIO VIEIRA,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",0.0,"[{'qual': '49-Sócio-Administrador', 'nome': 'DEBORA REGINA COSTA SIQUEIRA VIEIRA'}, {'qual': '22-Sócio', 'nome': 'CLAUDIO EDUARDO BARBOSA DOMINGUES'}]",,60.10-1-00,0,[],1,1,206-2,54,1,"['CLAUDIO EDUARDO BARBOSA DOMINGUES', 'DEBORA REGINA COSTA SIQUEIRA VIEIRA']",2
Atividades de rádio,18/10/2003,MATRIZ,RADIO TRADICAO LTDA,,(41) 3663-1060,,ATIVA,CENTRO,RUA CORONEL CARLOS PIOLI,109,83.540-000,RIO BRANCO DO SUL,,MICRO EMPRESA,23/08/1999,Sociedade Empresária Limitada,PR,03.402.818/0001-29,2020-07-04T23:59:59.000Z,OK,SALA 3,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",0.0,"[{'qual': '49-Sócio-Administrador', 'nome': 'ALEXANDRE CACHOEIRA'}, {'qual': '22-Sócio', 'nome': 'MARCIO SOUZA VILLELA'}]",,60.10-1-00,0,[],1,1,206-2,21,1,"['ALEXANDRE CACHOEIRA', 'MARCIO SOUZA VILLELA']",2
Atividades de rádio,26/11/2004,MATRIZ,RADIO DANUBIO AZUL LTDA,,(46) 3542-1239 / (46) 3542-1239,,ATIVA,CENTRO,RUA CEDRO,418,85.650-000,SANTA IZABEL DO OESTE,RADIO DANUBIO AZUL,MICRO EMPRESA,22/12/1974,Sociedade Empresária Limitada,PR,77.818.870/0001-05,2020-07-04T23:59:59.000Z,OK,,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",0.0,"[{'qual': '22-Sócio', 'nome': 'EVANDRO MOISES BOCCHI'}, {'qual': '22-Sócio', 'nome': 'DAVIDE ESUPERIO FONTANA'}, {'qual': '49-Sócio-Administrador', 'nome': 'RICARDO GENTIL MARCON JUNIOR'}, {'qual': '22-Sócio', 'nome': 'MOACIR FIAMONCINI'}]",,60.10-1-00,0,[],1,1,206-2,45,1,"['DAVIDE ESUPERIO FONTANA', 'EVANDRO MOISES BOCCHI', 'MOACIR FIAMONCINI', 'RICARDO GENTIL MARCON JUNIOR']",4
Atividades de rádio,03/11/2005,MATRIZ,RADIO ENTRE RIOS LTDA,,(46) 3563-1541 / (46) 3563-8626 / (46) 3563-1541,moisesguarda@bol.com.br,ATIVA,CENTRO,RUA D. PEDRO I,420,85.710-000,SANTO ANTONIO DO SUDOESTE,RADIO ENTRE RIOS,DEMAIS,14/05/1979,Sociedade Empresária Limitada,PR,77.409.589/0001-00,2020-07-04T23:59:59.000Z,OK,ANEXO BANCO DO BRASIL,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",41512.0,"[{'qual': '22-Sócio', 'nome': 'ZELIRIO PERON FERRARI'}, {'qual': '22-Sócio', 'nome': 'SADY BILIBIO'}, {'qual': '22-Sócio', 'nome': 'UBIRAJARA PEDRO COUTINHO CORREA'}, {'qual': '49-Sócio-Administrador', 'nome': 'IRONI PERON FERRARI'}]",,60.10-1-00,0,[],1,1,206-2,41,1,"['IRONI PERON FERRARI', 'SADY BILIBIO', 'UBIRAJARA PEDRO COUTINHO CORREA', 'ZELIRIO PERON FERRARI']",4
Atividades de organizações religiosas,27/08/2005,MATRIZ,FUNDACAO DOM JUVENAL RORIZ,,,,ATIVA,CENTRO,AVENIDA ARAGUAIA,220,75.850-000,CAIAPONIA,,DEMAIS,13/12/1996,Fundação Privada,GO,01.591.804/0001-75,2020-07-04T23:59:59.000Z,OK,,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",0.0,"[{'qual': '16-Presidente', 'nome': 'JOAO AURELIO DE ALMEIDA ALVES'}]",,94.91-0-00,0,[],1,1,306-9,23,1,['JOAO AURELIO DE ALMEIDA ALVES'],1
Atividades de rádio,03/11/2005,MATRIZ,MOMENTO DE COMUNICACAO LTDA,,(31) 3271-1880,legalizacao1@eloah.com,ATIVA,SAO LUIZ,R PADRE SILVEIRA LOBO,205,31.270-740,BELO HORIZONTE,RADIO SUPER,MICRO EMPRESA,31/10/1980,Sociedade Empresária Limitada,MG,21.812.060/0001-89,2020-07-28T20:04:53.864Z,OK,SALA 02,,,,"[{'text': 'Criação de estandes para feiras e exposições', 'code': '73.19-0-01'}, {'text': 'Promoção de vendas', 'code': '73.19-0-02'}, {'text': 'Marketing direto', 'code': '73.19-0-03'}, {'text': 'Consultoria em publicidade', 'code': '73.19-0-04'}, {'text': 'Outras atividades de publicidade não especificadas anteriormente', 'code': '73.19-0-99'}]",8150.0,"[{'qual': '49-Sócio-Administrador', 'nome': 'MARCIO ROBERTO VIEIRA VALADAO'}, {'qual': '22-Sócio', 'qual_rep_legal': '05-Administrador', 'nome_rep_legal': 'MARCIO ROBERTO VIEIRA VALADAO', 'nome': 'IGREJA BATISTA DA LAGOINHA'}]",,60.10-1-00,1,"['Consultoria em publicidade', 'Criação de estandes para feiras e exposições', 'Marketing direto', 'Outras atividades de publicidade não especificadas anteriormente', 'Promoção de vendas']",1,1,206-2,39,1,"['IGREJA BATISTA DA LAGOINHA', 'MARCIO ROBERTO VIEIRA VALADAO']",2
Atividades de rádio,06/01/1994,MATRIZ,CAM-ARGO FUNDACAO DE RADIO E TELEVISAO,,(18) 3251-3840 / (15) 3251-1077,juridico@santacruz.com.br,ATIVA,CENTRO,RUA CAPITAO LISBOA,1092,18.270-070,TATUI,,DEMAIS,06/01/1994,Fundação Privada,SP,07.649.091/0001-30,2020-07-04T23:59:59.000Z,OK,,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",0.0,"[{'qual': '16-Presidente', 'nome': 'RODOLPHO PASSERANI'}]",,60.10-1-00,0,[],1,1,306-9,26,1,['RODOLPHO PASSERANI'],1
Edição integrada à impressão de jornais diários,03/11/2005,MATRIZ,RADIO DIFUSORA VIRADOURO FM COMUNICACOES LTDA,,(17) 3392-1362 / (17) 3392-3099,ecsp@ecsp.com.br,ATIVA,CENTRO,RUA ESPIRITO SANTO,80,14.740-000,VIRADOURO,RADIO DIFUSORA VIRADOURO FM,MICRO EMPRESA,26/12/2001,Sociedade Empresária Limitada,SP,04.840.371/0001-32,2020-07-04T23:59:59.000Z,OK,,,,,"[{'text': 'Atividades de rádio', 'code': '60.10-1-00'}, {'text': 'Agências de publicidade', 'code': '73.11-4-00'}]",0.0,"[{'qual': '22-Sócio', 'nome': 'MARIA JOSE DE SOUZA TREVISAN'}, {'qual': '49-Sócio-Administrador', 'nome': 'JOSE ANTONIO TREVISAN'}]",,58.22-1-01,1,"['Agências de publicidade', 'Atividades de rádio']",1,1,206-2,18,1,"['JOSE ANTONIO TREVISAN', 'MARIA JOSE DE SOUZA TREVISAN']",2
Atividades de rádio,28/08/2004,MATRIZ,REDE VALEPARAIBANA DE RADIODIFUSAO LTDA,,(12) 3625-5433 / (12) 3633-6355,contato@diconcontabilidade.com.br,ATIVA,CENTRO,RUA ENGENHEIRO FERNANDO DE MATTOS,262,12.010-110,TAUBATE,,MICRO EMPRESA,14/02/1980,Sociedade Empresária Limitada,SP,43.018.126/0001-04,2020-07-04T23:59:59.000Z,OK,ANDAR: 6; SALA: 62;,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",0.0,"[{'qual': '49-Sócio-Administrador', 'nome': 'MARCO AURELIO FENERICH'}, {'qual': '22-Sócio', 'nome': 'ANTONIO FRANCISCO FENERICH'}]",,60.10-1-00,0,[],1,1,206-2,40,1,"['ANTONIO FRANCISCO FENERICH', 'MARCO AURELIO FENERICH']",2
Administração pública em geral,16/07/2005,MATRIZ,MUNICIPIO DE BARRA DO PIRAI,MUNICÍPIO DE BARRA DO PIRAI,,,ATIVA,CENTRO,TV ASSUMPCAO,69,27.123-080,BARRA DO PIRAI,,DEMAIS,23/08/1968,Município,RJ,28.576.080/0001-47,2020-07-12T04:28:45.909Z,OK,,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",0.0,[],,84.11-6-00,0,[],1,1,124-4,52,0,[],0
Atividades de rádio,03/11/2005,MATRIZ,RADIO DIFUSORA DE MIRASSOL LTDA,,(17) 3225-6455,crctb@uol.com.br,ATIVA,CENTRO,RUA CAPITAO NEVES,18-40,15.130-001,MIRASSOL,RADIO DIFUSORA DE MIRASSOL,DEMAIS,13/09/1966,Sociedade Empresária Limitada,SP,52.438.199/0001-38,2020-07-04T23:59:59.000Z,OK,,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",13227.0,"[{'qual': '49-Sócio-Administrador', 'nome': 'ELIANA MARIA FRANZOTTI ROGERIO'}, {'qual': '49-Sócio-Administrador', 'nome': 'MARIANA DE OLIVEIRA PASCHOALON'}, {'qual': '49-Sócio-Administrador', 'nome': 'NATALIA SALVIANO BUTINHON BROPHY'}]",,60.10-1-00,0,[],1,1,206-2,54,1,"['ELIANA MARIA FRANZOTTI ROGERIO', 'MARIANA DE OLIVEIRA PASCHOALON', 'NATALIA SALVIANO BUTINHON BROPHY']",3
Atividades de rádio,23/01/2004,MATRIZ,RADIO PRINCESA MONTE AZUL LTDA,,(17) 3361-1019 / (17) 3361-5223 / (17) 3361-1019,oatlantica@hotmail.com,ATIVA,CENTRO,TRAVESSA JOSE CIONE,14,14.730-000,MONTE AZUL PAULISTA,RADIO PRINCESA,MICRO EMPRESA,12/01/1988,Sociedade Empresária Limitada,SP,58.501.016/0001-68,2020-07-04T23:59:59.000Z,OK,,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",0.0,"[{'qual': '49-Sócio-Administrador', 'nome': 'PAULO ALVES MEIRA'}, {'qual': '49-Sócio-Administrador', 'nome': 'AMAGUIR DE MORAES ALVES MEIRA'}]",,60.10-1-00,0,[],1,1,206-2,32,1,"['AMAGUIR DE MORAES ALVES MEIRA', 'PAULO ALVES MEIRA']",2
Atividades de rádio,30/10/2019,MATRIZ,RADIO CULTURA SERPIN LTDA,,,,ATIVA,CENTRO,AVENIDA SILVEIRA PINTO,500,86.490-000,RIBEIRAO DO PINHAL,RADIO CULTURA SERPIN,MICRO EMPRESA,01/09/1988,Sociedade Empresária Limitada,PR,80.821.382/0001-53,2020-07-04T23:59:59.000Z,OK,,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",20000.0,"[{'qual': '22-Sócio', 'nome': 'CARLOS ROBERTO LOPES DA SILVA'}, {'qual': '49-Sócio-Administrador', 'nome': 'CAROLINE BEATRIZ VRENNA'}]",,60.10-1-00,0,[],1,1,206-2,32,1,"['CARLOS ROBERTO LOPES DA SILVA', 'CAROLINE BEATRIZ VRENNA']",2
Atividades de rádio,24/09/2005,MATRIZ,RADIO ALVORADA DE ESTRELA D'OESTE LTDA,,(17) 3462-1057,contato@alvorada95fm.com.br,ATIVA,ZONA RURAL,"ESTRADA MUNICIPAL ESTRELA D'OESTE A FERNANDOPOLIS, KM 5",S/N,15.650-000,ESTRELA D'OESTE,RADIO ALVORADA DE ESTRELA D OESTE,DEMAIS,03/03/1982,Sociedade Empresária Limitada,SP,49.104.714/0001-39,2020-07-04T23:59:59.000Z,OK,,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",30000.0,"[{'qual': '22-Sócio', 'nome': 'ETIVALDO VADAO GOMES'}, {'qual': '49-Sócio-Administrador', 'nome': 'LEONARDO HENRIQUE GOMES'}]",,60.10-1-00,0,[],1,1,206-2,38,1,"['ETIVALDO VADAO GOMES', 'LEONARDO HENRIQUE GOMES']",2
Atividades de rádio,29/06/2002,MATRIZ,RADIO ALVORADA DO SUL LTDA,,,,ATIVA,CENTRO,RUA SIMAO DOMINGUES,26,84.550-000,REBOUCAS,,MICRO EMPRESA,01/08/1974,Sociedade Empresária Limitada,PR,75.656.355/0001-32,2020-07-04T23:59:59.000Z,OK,,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",75000.0,"[{'qual': '49-Sócio-Administrador', 'nome': 'MARIANGELA SARRAFF PERUSSOLO'}, {'qual': '49-Sócio-Administrador', 'nome': 'ROSY SARRAFF PERUSSOLO'}, {'qual': '22-Sócio', 'nome': 'DIEGO ACIR PERUSSOLO REICHELT'}]",,60.10-1-00,0,[],1,1,206-2,46,1,"['DIEGO ACIR PERUSSOLO REICHELT', 'MARIANGELA SARRAFF PERUSSOLO', 'ROSY SARRAFF PERUSSOLO']",3
Atividades de rádio,03/11/2005,MATRIZ,RADIO CULTURA DE VALENCA LTDA,,(024) 4520-418,,ATIVA,CENTRO,RUA CARNEIRO DE MENDONCA,29,27.600-000,VALENCA,,MICRO EMPRESA,26/02/1986,Sociedade Empresária Limitada,RJ,27.965.979/0001-99,2020-07-04T23:59:59.000Z,OK,A,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",0.0,"[{'qual': '22-Sócio', 'nome': 'FILMA MIRANDA MEDEIROS'}, {'qual': '49-Sócio-Administrador', 'nome': 'LUIS FELIPE CAMELO DE FREITAS'}]",,60.10-1-00,0,[],1,1,206-2,34,1,"['FILMA MIRANDA MEDEIROS', 'LUIS FELIPE CAMELO DE FREITAS']",2
Atividades de rádio,03/11/2005,MATRIZ,EMISSORA VALE DO APODI LTDA,,(84) 3333-2512,,ATIVA,CENTRO,RUA JOEL DO AMARAL GURGEL,2512,59.700-000,APODI,,MICRO EMPRESA,16/02/1998,Sociedade Empresária Limitada,RN,02.381.328/0001-20,2020-07-04T23:59:59.000Z,OK,CONJUNTO DA COHAB,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",10000.0,"[{'qual': '49-Sócio-Administrador', 'nome': 'STELLA MARIS MARQUES FREIRE DE MEDEIROS'}, {'qual': '49-Sócio-Administrador', 'nome': 'TALLIANA MIRELLI MARQUES FREIRE DE MEDEIROS SENA'}, {'qual': '05-Administrador', 'nome': 'ZILENE CONCEICAO CABRAL FREIRE DE MEDEIROS'}, {'qual': '22-Sócio', 'nome': 'CAMILLA MARONI MARQUES FREIRE DE MEDEIROS'}, {'qual': '22-Sócio', 'nome': 'CIBELLE CINARA MARQUES DE MEDEIROS FIGUEIREDO'}]",,60.10-1-00,0,[],1,1,206-2,22,1,"['CAMILLA MARONI MARQUES FREIRE DE MEDEIROS', 'CIBELLE CINARA MARQUES DE MEDEIROS FIGUEIREDO', 'STELLA MARIS MARQUES FREIRE DE MEDEIROS', 'TALLIANA MIRELLI MARQUES FREIRE DE MEDEIROS SENA', 'ZILENE CONCEICAO CABRAL FREIRE DE MEDEIROS']",5
Atividades de rádio,03/11/2005,MATRIZ,RADIO A VOZ DO SERIDO LTDA,,(84) 3221-3274,mbassessoria@interjato.com.br,ATIVA,CENTRO,10 R JOEL DAMASCENO,333,59.300-000,CAICO,,MICRO EMPRESA,05/10/1981,Sociedade Empresária Limitada,RN,08.569.733/0001-53,2020-08-10T20:11:40.439Z,OK,,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",430.0,"[{'qual': '22-Sócio', 'nome': 'VIVALDO SILVINO DA COSTA'}, {'qual': '22-Sócio', 'nome': 'IRAMI ARAUJO'}, {'qual': '22-Sócio', 'nome': 'JOAO BOSCO DA COSTA'}, {'qual': '22-Sócio', 'nome': 'ROGERIO GURGEL DA SILVA'}, {'qual': '22-Sócio', 'nome': 'VIGOLVINO WANDERLEY MARIZ'}, {'qual': '22-Sócio', 'nome': 'DINARTE DE MEDEIROS MARIZ JUNIOR'}, {'qual': '22-Sócio', 'nome': 'TARCISIO COSTA'}, {'qual': '22-Sócio', 'nome': 'JOSE OVIDIO DA SILVA'}, {'qual': '49-Sócio-Administrador', 'nome': 'OTO AGRIPINO MAIA'}, {'qual': '22-Sócio', 'nome': 'EMIDIO GERMANO DA SILVA JUNIOR'}]",,60.10-1-00,0,[],1,1,206-2,38,1,"['DINARTE DE MEDEIROS MARIZ JUNIOR', 'EMIDIO GERMANO DA SILVA JUNIOR', 'IRAMI ARAUJO', 'JOAO BOSCO DA COSTA', 'JOSE OVIDIO DA SILVA', 'OTO AGRIPINO MAIA', 'ROGERIO GURGEL DA SILVA', 'TARCISIO COSTA', 'VIGOLVINO WANDERLEY MARIZ', 'VIVALDO SILVINO DA COSTA']",10
Atividades de rádio,03/11/2005,MATRIZ,RADIO DIFUSORA INDUSTRIAL NOVA SERRANA LTDA,,,,ATIVA,PARK DONA GUMERCINDA MARTINS,AVENIDA BENJAMIM MARTINS DO ESPIRITO SANTO,1977,35.519-000,NOVA SERRANA,,MICRO EMPRESA,28/01/1986,Sociedade Simples Limitada,MG,21.876.495/0001-97,2020-07-04T23:59:59.000Z,OK,,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",100000.0,"[{'qual': '49-Sócio-Administrador', 'nome': 'ALCIONE DE ALMEIDA SOUZA REIS'}, {'qual': '49-Sócio-Administrador', 'nome': 'SILVANA SOARES RIBEIRO REIS'}]",,60.10-1-00,0,[],1,1,224-0,34,1,"['ALCIONE DE ALMEIDA SOUZA REIS', 'SILVANA SOARES RIBEIRO REIS']",2
Defesa,17/01/1998,FILIAL,COMANDO DA MARINHA,UNIÃO,,,ATIVA,ESP DOS MINISTERIOS,LOC MINISTERIO DA MARINHA,S N,70.055-900,BRASILIA,CENTRO DE COMUNICACAO SOCIAL DA MARINHA,DEMAIS,16/02/1987,Órgão Público do Poder Executivo Federal,DF,00.394.502/0228-90,2020-08-13T20:49:48.169Z,OK,BL N 2 ANDAR,,,,"[{'text': 'Administração pública em geral', 'code': '84.11-6-00'}]",0.0,[],,84.22-1-00,1,['Administração pública em geral'],1,1,101-5,33,0,[],0
